path,annotations
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001575.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":3333,"y":849,"width":66,"height":30}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001607.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001629.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001656.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001677.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001698.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001719.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001746.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001775.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001803.png,[{"label":"house_number-51","type":"rectangle","coordinates":{"x":1757,"y":836,"width":31,"height":22}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001839.png,[{"label":"house_number-51","type":"rectangle","coordinates":{"x":2000,"y":788,"width":63,"height":38}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001868.png,[{"label":"house_number-51","type":"rectangle","coordinates":{"x":2728,"y":834,"width":95,"height":68}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001892.png,[{"label":"house_number-51","type":"rectangle","coordinates":{"x":3200,"y":914,"width":42,"height":43}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001913.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001935.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001959.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_001982.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002007.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002034.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002054.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002073.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002100.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002121.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002142.png,[{"label":"house_number-61","type":"rectangle","coordinates":{"x":2554,"y":893,"width":36,"height":33}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002163.png,[{"label":"house_number-61","type":"rectangle","coordinates":{"x":2693,"y":915,"width":31,"height":34}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002186.png,[{"label":"house_number-67","type":"rectangle","coordinates":{"x":2494,"y":888,"width":22,"height":22}},{"label":"house_number-61","type":"rectangle","coordinates":{"x":2870,"y":925,"width":43,"height":47}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002207.png,[{"label":"house_number-67","type":"rectangle","coordinates":{"x":2606,"y":887,"width":18,"height":22}},{"label":"house_number-61","type":"rectangle","coordinates":{"x":3041,"y":938,"width":51,"height":46}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002229.png,[{"label":"house_number-67","type":"rectangle","coordinates":{"x":2769,"y":892,"width":31,"height":30}},{"label":"house_number-61","type":"rectangle","coordinates":{"x":3204,"y":951,"width":42,"height":35}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002250.png,[{"label":"house_number-69","type":"rectangle","coordinates":{"x":2534,"y":884,"width":20,"height":20}},{"label":"house_number-67","type":"rectangle","coordinates":{"x":2942,"y":906,"width":23,"height":27}},{"label":"house_number-61","type":"rectangle","coordinates":{"x":3323,"y":966,"width":27,"height":28}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002271.png,[{"label":"house_number-69","type":"rectangle","coordinates":{"x":2672,"y":899,"width":32,"height":28}},{"label":"house_number-67","type":"rectangle","coordinates":{"x":3126,"y":938,"width":24,"height":25}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002292.png,[{"label":"house_number-69","type":"rectangle","coordinates":{"x":2842,"y":893,"width":35,"height":28}},{"label":"house_number-67","type":"rectangle","coordinates":{"x":3267,"y":936,"width":25,"height":21}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002313.png,[{"label":"house_number-69","type":"rectangle","coordinates":{"x":3029,"y":915,"width":23,"height":22}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002339.png,[{"label":"house_number-69","type":"rectangle","coordinates":{"x":3256,"y":935,"width":26,"height":21}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002360.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002381.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002403.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002424.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002445.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002472.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002499.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002526.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002549.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002570.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002595.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002621.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002645.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002666.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002688.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002712.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002736.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002757.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002780.png,[{"label":"house_number-95","type":"rectangle","coordinates":{"x":2748,"y":740,"width":115,"height":61}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002802.png,[{"label":"house_number-95","type":"rectangle","coordinates":{"x":3239,"y":814,"width":79,"height":57}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002826.png,[{"label":"house_number-95","type":"rectangle","coordinates":{"x":3475,"y":881,"width":54,"height":45}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002850.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002874.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002898.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002928.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002960.png,[{"label":"street_sign-saint_urbain","type":"rectangle","coordinates":{"x":3516,"y":689,"width":177,"height":64}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_002982.png,[{"label":"street_sign-saint_urbain","type":"rectangle","coordinates":{"x":3635,"y":761,"width":134,"height":40}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003027.png,[{"label":"street_sign-saint_urbain","type":"rectangle","coordinates":{"x":3748,"y":831,"width":89,"height":24}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003050.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2196,"y":951,"width":156,"height":63}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003078.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2234,"y":952,"width":155,"height":65}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003099.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2279,"y":961,"width":164,"height":69}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003122.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2311,"y":963,"width":183,"height":78}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003143.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2370,"y":967,"width":173,"height":79}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003168.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2460,"y":975,"width":195,"height":90}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003204.png,[{"label":"house_number-6666","type":"rectangle","coordinates":{"x":2758,"y":1030,"width":181,"height":80}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003240.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003267.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003303.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003324.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003353.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003375.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003404.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003426.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003456.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003498.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003527.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003566.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003594.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003624.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003654.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2404,"y":677,"width":96,"height":35}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003681.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2576,"y":643,"width":120,"height":30}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003708.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2773,"y":624,"width":127,"height":38}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003737.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":3019,"y":631,"width":139,"height":63}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003819.png,[{"label":"street_sign-saint_urbain","type":"rectangle","coordinates":{"x":3448,"y":731,"width":86,"height":30}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003881.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_003935.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004377.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004566.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004586.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004628.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004932.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2332,"y":671,"width":123,"height":41}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004956.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2457,"y":601,"width":165,"height":64}},{"label":"house_number-6660","type":"rectangle","coordinates":{"x":3000,"y":1066,"width":72,"height":52}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_004980.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2687,"y":552,"width":148,"height":91}},{"label":"house_number-6660","type":"rectangle","coordinates":{"x":3252,"y":1073,"width":71,"height":37}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005004.png,[{"label":"house_number-6660","type":"rectangle","coordinates":{"x":3407,"y":1053,"width":54,"height":30}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005027.png,[{"label":"house_number-6660","type":"rectangle","coordinates":{"x":3520,"y":1057,"width":55,"height":34}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005049.png,[{"label":"house_number-6660","type":"rectangle","coordinates":{"x":3572,"y":1050,"width":47,"height":20}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005073.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":3474,"y":771,"width":38,"height":24}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005094.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":3534,"y":813,"width":39,"height":24}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005115.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":3577,"y":841,"width":37,"height":24}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005136.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":3609,"y":865,"width":30,"height":20}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005157.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005178.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005199.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005226.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005253.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005286.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005337.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005378.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005412.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005441.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005465.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005487.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005508.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005532.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2275,"y":728,"width":118,"height":39}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005559.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2436,"y":679,"width":143,"height":54}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005586.png,[{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":2652,"y":623,"width":155,"height":89}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005615.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005643.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":3078,"y":650,"width":104,"height":51}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005688.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":3487,"y":770,"width":67,"height":38}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_005877.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007365.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007388.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007422.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007445.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007475.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007497.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007518.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007541.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007563.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_007584.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008661.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008700.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008736.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008760.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008781.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008802.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008826.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008847.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008868.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008897.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008919.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_008943.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_009107.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_009660.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_009999.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010023.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010047.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010215.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":1625,"y":472,"width":118,"height":55}},{"label":"street_sign-saint_zotique","type":"rectangle","coordinates":{"x":1678,"y":376,"width":329,"height":70}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010244.png,[{"label":"street_sign-clark","type":"rectangle","coordinates":{"x":939,"y":533,"width":103,"height":43}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010269.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010292.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010317.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010338.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010364.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010388.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010410.png,[{"label":"house_number-6658","type":"rectangle","coordinates":{"x":2923,"y":855,"width":77,"height":54}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010436.png,[{"label":"house_number-6656","type":"rectangle","coordinates":{"x":2596,"y":1039,"width":59,"height":32}},{"label":"house_number-6658","type":"rectangle","coordinates":{"x":3279,"y":881,"width":47,"height":41}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010466.png,[{"label":"house_number-6656","type":"rectangle","coordinates":{"x":3183,"y":1078,"width":47,"height":31}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010490.png,[{"label":"house_number-6654","type":"rectangle","coordinates":{"x":2662,"y":761,"width":76,"height":45}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010515.png,[{"label":"house_number-6654","type":"rectangle","coordinates":{"x":3151,"y":781,"width":68,"height":47}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010541.png,[{"label":"house_number-6652","type":"rectangle","coordinates":{"x":2521,"y":1048,"width":52,"height":30}},{"label":"house_number-6654","type":"rectangle","coordinates":{"x":3409,"y":850,"width":37,"height":32}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010569.png,[{"label":"house_number-6650","type":"rectangle","coordinates":{"x":2485,"y":1043,"width":46,"height":30}},{"label":"house_number-6652","type":"rectangle","coordinates":{"x":3076,"y":1099,"width":68,"height":36}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010596.png,[{"label":"house_number-6652","type":"rectangle","coordinates":{"x":3402,"y":1087,"width":30,"height":28}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010628.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010658.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010683.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010713.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010743.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010773.png,[{"label":"house_number-6644","type":"rectangle","coordinates":{"x":2543,"y":1100,"width":65,"height":38}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010800.png,[{"label":"house_number-6644","type":"rectangle","coordinates":{"x":2780,"y":1128,"width":80,"height":51}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010824.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010869.png,[{"label":"house_number-6640","type":"rectangle","coordinates":{"x":2827,"y":1075,"width":69,"height":38}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010908.png,[{"label":"house_number-6632","type":"rectangle","coordinates":{"x":3007,"y":780,"width":70,"height":41}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010938.png,[{"label":"house_number-6632","type":"rectangle","coordinates":{"x":3292,"y":842,"width":46,"height":36}}]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010970.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_010991.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_011024.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_011048.png,[]
/Users/martinweiss/code/academic/hyrule-gym/data/data/corl/panos/pano_011070.png,[]
